session_id,user_id,movie_id,watch_date,watch_duration_minutes,progress_percentage,location_country,rating
092733,00325,0838,2025-08-01,93.4,44.6,USA,
092734,08198,0917,2024-11-20,81.1,83.7,USA,
092735,01070,0438,2025-12-18,15.8,51.7,USA,
092736,07210,0637,2025-10-10,100.1,79.8,Canada,
092737,08381,0258,2024-08-01,24.8,25.1,USA,
092738,01055,0784,2024-05-27,,4.5,USA,
092739,04047,0783,2025-07-15,55.1,,Canada,5
092740,01946,0893,2025-08-01,12.1,52.0,USA,
092741,01466,0272,2024-07-13,129.3,51.3,USA,
092742,08481,0736,2025-01-16,20.8,61.2,Canada,
092743,02919,0741,2025-04-04,139.0,45.4,Canada,5
092744,03461,0580,2025-04-02,,12.6,USA,4
092745,07135,0698,2024-04-03,29.3,59.3,USA,2
092746,01913,0597,2025-07-02,29.0,55.0,USA,
092747,02037,0795,2025-07-25,,84.6,USA,5
092748,00645,0792,2025-08-20,5.3,78.1,USA,
092749,06664,0198,2025-03-18,28.7,72.4,Canada,
092750,04166,0162,2025-02-28,21.2,39.7,Canada,
092751,04927,0934,2025-11-17,78.5,36.1,Canada,
092752,01774,0427,2024-10-12,,6.4,Canada,
092753,05822,0210,2025-09-10,15.1,9.7,USA,5
092754,06480,0277,2024-03-13,47.0,,Canada,4
092755,05432,0975,2025-12-15,,7.4,USA,
092756,00056,0158,2025-11-21,37.8,13.5,USA,
092757,07167,0041,2024-12-09,7.8,14.1,USA,
092758,06382,0762,2025-07-17,42.3,11.3,USA,
092759,05330,0262,2025-09-20,59.7,44.1,USA,1
092760,00062,0958,2025-03-09,,51.8,Canada,
092761,04266,0421,2025-07-28,86.8,,USA,4
092762,00175,0015,2025-12-27,18.6,7.0,Canada,
092763,09334,0018,2024-05-23,94.0,59.3,Canada,
092764,03431,0522,2025-05-21,33.1,26.5,USA,
092765,07973,0579,2025-11-01,42.7,62.6,USA,
092766,02755,0347,2025-03-10,46.1,65.8,Canada,
092767,04868,0856,2024-08-21,98.2,26.8,Canada,4
092768,08671,0766,2024-02-14,69.0,91.0,Canada,
092769,05771,0062,2024-07-02,77.0,83.9,USA,
092770,03614,0964,2025-04-30,14.8,93.4,Canada,
092771,08783,0907,2025-11-06,61.4,9.6,USA,
092772,02639,0350,2025-09-13,111.4,43.6,Canada,
092773,02746,0192,2025-06-15,194.9,22.5,USA,
092774,04768,0498,2024-02-08,20.9,28.9,Canada,
092775,07644,0385,2025-03-20,,81.3,USA,
092776,06695,0328,2024-05-31,16.6,18.6,USA,
092777,01931,0331,2024-12-20,111.3,37.6,USA,
092778,09371,0803,2025-01-02,44.4,7.6,USA,
092779,01829,0783,2025-03-31,,74.3,USA,
092780,08992,0368,2024-06-09,161.0,62.6,USA,
092781,02613,0265,2025-08-05,89.6,28.2,Canada,
092782,01153,0428,2025-11-14,103.9,35.6,USA,
092783,02744,0680,2024-10-21,37.1,42.5,USA,
092784,07074,0716,2025-11-13,,62.2,USA,
092785,05842,0014,2024-02-21,64.1,45.5,USA,
092786,05789,0312,2025-09-24,31.5,75.3,USA,
092787,00518,0006,2025-01-11,58.5,29.6,USA,
092788,06329,0205,2025-08-04,46.6,41.4,USA,
092789,00971,0787,2024-03-14,9.8,13.9,Canada,
092790,06213,0967,2024-01-25,34.2,60.6,USA,
092791,09814,0656,2025-03-26,71.5,79.6,USA,
092792,05683,0956,2025-05-23,24.0,,USA,
092793,08717,0285,2025-08-16,3.7,72.4,Canada,1
092794,04428,0996,2024-08-04,68.2,24.7,USA,
092795,01641,0305,2024-06-23,178.1,77.0,USA,
092796,04740,0194,2025-04-06,74.0,3.3,Canada,4
092797,09254,0609,2024-09-25,32.4,22.0,USA,
092798,05764,0864,2024-06-26,103.8,65.4,Canada,
092799,06814,0497,2024-09-08,32.9,96.0,Canada,
092800,06454,0641,2024-01-21,37.4,63.2,USA,
092801,07233,0890,2025-03-06,66.1,3.4,Canada,3
092802,07869,0130,2024-11-11,22.5,31.7,USA,
092803,08607,0558,2025-07-31,30.9,35.9,USA,
092804,03057,0253,2024-11-13,,82.8,USA,3
092805,03498,0360,2025-01-13,32.8,30.3,USA,
092806,00434,0166,2025-10-04,62.9,14.7,USA,
092807,00227,0478,2025-12-14,87.2,24.9,USA,4
092808,01852,0892,2025-08-11,109.6,42.9,Canada,
092809,09632,0667,2024-11-16,,68.0,Canada,
092810,00056,0850,2025-09-19,55.2,0.2,Canada,
092811,09815,0040,2025-08-31,108.0,52.2,USA,
092812,00290,0772,2024-05-13,,,USA,
092813,07910,0528,2025-07-23,114.1,11.8,USA,3
092814,03367,0253,2025-08-21,97.0,98.3,USA,
092815,04093,0119,2025-04-15,29.6,32.5,USA,
092816,06954,0320,2024-10-07,98.4,38.5,USA,4
092817,00834,0040,2025-07-24,10.0,18.3,USA,
092818,08462,0288,2024-02-22,22.6,58.7,USA,4
092819,09382,0086,2025-11-19,90.6,37.1,Canada,
092820,03877,0031,2024-04-02,98.8,27.5,Canada,3
092821,06156,0335,2024-06-22,3.5,69.2,USA,
092822,09180,0171,2024-07-05,70.3,74.1,USA,
092823,05560,0536,2025-05-09,49.9,19.6,USA,3
092824,07645,0201,2024-01-16,42.2,37.8,Canada,
092825,08085,0771,2025-03-25,33.1,0.6,USA,
092826,07591,0067,2025-08-06,29.6,93.1,USA,3
092827,07088,0994,2024-01-16,56.3,7.1,USA,
092828,07792,0578,2024-05-25,42.1,92.2,USA,
092829,08767,0360,2025-01-21,86.5,4.5,USA,
092830,06602,0863,2024-03-07,140.5,73.1,USA,
092831,01879,0923,2024-04-09,49.8,3.9,USA,
092832,01054,0105,2024-11-28,78.9,6.2,Canada,4
092833,04438,0593,2025-08-07,42.6,65.0,Canada,
092834,07483,0586,2024-10-31,91.1,35.4,USA,
092835,02103,0896,2025-01-10,87.9,6.9,Canada,2
092836,07645,0614,2025-01-30,58.0,23.9,Canada,5
092837,08390,0857,2025-05-03,50.4,48.7,USA,3
092838,05426,0651,2024-09-18,141.9,44.8,Canada,
092839,08125,0379,2025-11-21,3.7,81.4,USA,
092840,07587,0165,2024-12-02,11.3,36.0,USA,
092841,07566,0861,2025-08-03,19.0,78.6,USA,
092842,05422,0651,2025-08-22,113.7,50.0,USA,1
092843,08391,0675,2024-04-01,41.5,7.5,Canada,
092844,09062,0690,2024-11-20,,54.0,Canada,4
092845,07978,0415,2025-04-28,51.0,31.6,USA,
092846,08117,0348,2024-06-01,71.0,73.5,USA,
092847,06163,0333,2024-12-09,12.0,52.5,USA,
092848,00173,0801,2024-07-06,50.0,23.4,Canada,
092849,08896,0014,2024-10-11,32.4,44.2,USA,
092850,00459,0479,2024-03-25,12.5,75.2,Canada,
092851,09617,0219,2024-12-26,11.1,56.6,USA,
092852,00779,0735,2024-08-27,47.5,9.3,USA,
092853,05763,0804,2025-03-18,,81.2,Canada,
092854,00792,0204,2024-01-14,51.7,93.1,USA,
092855,08161,0351,2024-04-27,56.8,13.6,Canada,
092856,05499,0384,2025-09-15,87.0,93.1,Canada,
092857,02330,0706,2025-03-20,17.5,44.5,Canada,
092858,00664,0131,2025-11-09,90.5,5.4,Canada,5
092859,02887,0683,2024-11-03,37.7,52.6,USA,
092860,08012,0607,2025-01-08,24.1,62.1,Canada,
092861,09964,0568,2024-01-23,32.4,,Canada,2
092862,00292,0412,2025-06-07,72.9,52.4,Canada,1
092863,08514,0418,2025-03-07,40.7,71.2,USA,
092864,01649,0672,2024-05-10,115.7,81.7,USA,
092865,09614,0060,2024-05-30,91.1,70.9,Canada,3
092866,06004,0912,2024-08-05,56.4,83.0,Canada,
092867,09391,0750,2025-11-02,,36.1,USA,
092868,09015,0703,2024-09-10,231.7,69.5,Canada,
092869,00220,0104,2024-03-16,34.5,,Canada,
092870,05272,0977,2025-07-01,92.4,83.0,USA,
092871,00758,0241,2025-01-25,92.9,31.1,USA,
092872,09768,0851,2024-12-20,37.3,54.2,USA,
092873,08383,1000,2025-09-04,38.5,74.6,Canada,
092874,06833,0613,2025-11-30,102.8,76.2,USA,
092875,01343,0960,2024-06-01,745.4,14.7,Canada,
092876,04969,0284,2024-03-06,67.5,61.5,USA,
092877,00687,0416,2025-05-13,89.7,12.1,Canada,
092878,00733,0451,2024-02-20,61.1,81.4,USA,
092879,00173,0801,2025-06-06,55.3,58.0,USA,
092880,02281,0184,2025-11-11,143.5,49.5,USA,
092881,07076,0724,2024-04-23,62.0,,USA,
092882,08943,0739,2024-10-16,46.8,52.2,USA,
092883,00651,0693,2024-03-09,10.8,1.4,USA,
092884,00085,0163,2025-01-29,49.7,32.0,Canada,
092885,03021,0345,2025-09-03,73.0,72.0,Canada,
092886,05859,0154,2025-07-03,,,USA,3
092887,06461,0503,2024-03-27,,27.2,USA,3
092888,05359,0238,2024-12-04,24.9,43.2,USA,5
092889,07109,0806,2025-04-15,45.0,,Canada,
092890,04885,0027,2024-01-08,8.8,4.0,USA,
092891,04356,0082,2025-11-15,60.7,78.1,USA,
092892,07738,0446,2025-03-07,44.8,18.7,USA,
092893,03016,0026,2024-06-22,36.6,10.1,Canada,3
092894,05341,0318,2024-12-21,38.6,13.6,Canada,
092895,04341,0974,2025-05-16,57.3,48.9,Canada,
092896,00385,0135,2024-08-19,19.6,,USA,3
092897,00453,0947,2025-02-17,23.6,12.9,USA,
092898,09293,0017,2024-11-07,76.2,40.5,Canada,4
092899,03520,0522,2025-04-09,48.0,87.7,USA,
092900,07386,0266,2024-01-30,52.9,59.9,Canada,
092901,05324,0459,2025-01-13,67.4,31.5,USA,
092902,07035,0464,2025-09-24,347.3,7.7,Canada,5
092903,06792,0497,2024-04-21,79.1,95.9,USA,
092904,00497,0326,2025-04-15,27.3,37.8,Canada,
092905,09727,0804,2024-09-01,28.8,7.7,USA,5
092906,08446,0486,2024-08-15,165.3,87.3,USA,
092907,07074,0476,2025-07-11,97.8,11.1,Canada,1
092908,09074,0293,2024-12-10,37.0,7.4,USA,
092909,07753,0107,2025-09-08,35.2,95.8,Canada,
092910,07040,0122,2024-06-15,,98.7,USA,
092911,08621,0409,2024-05-18,77.2,23.7,Canada,
092912,06673,0226,2025-10-04,15.1,56.7,USA,
092913,07650,0025,2025-09-21,40.8,15.2,USA,4
092914,01936,0513,2024-10-29,,24.6,USA,
092915,04537,0055,2024-12-07,60.7,,USA,
092916,09052,0752,2025-10-30,43.9,63.0,USA,
092917,06425,0822,2024-02-09,,70.3,Canada,
092918,05910,0435,2024-01-08,85.0,4.2,Canada,
092919,00439,0431,2024-08-30,69.4,40.8,USA,
092920,03856,0035,2025-08-01,22.1,17.0,Canada,
092921,02320,0421,2024-06-26,,93.0,USA,
092922,02342,0494,2025-09-09,,21.1,USA,
092923,02390,0267,2025-12-19,53.2,92.7,USA,
092924,09888,0482,2024-06-03,,50.6,USA,2
092925,07474,0350,2024-03-28,47.7,69.0,USA,
092926,01495,0385,2025-03-12,40.4,4.6,USA,
092927,07353,0951,2024-09-02,37.4,39.1,Canada,
092928,07206,0314,2025-02-23,61.5,69.5,Canada,
092929,02071,0349,2025-11-12,108.7,52.7,USA,5
092930,02649,0697,2024-10-12,43.2,22.3,USA,
092931,00986,0925,2024-09-27,9.3,3.3,USA,
092932,01060,0649,2024-07-17,54.0,66.0,USA,5
092933,08626,0243,2024-06-01,37.4,,USA,2
092934,09833,0851,2025-05-01,,85.9,Canada,4
092935,05486,0150,2024-07-04,14.3,6.4,USA,2
092936,09092,0528,2024-08-29,54.8,1.0,Canada,5
092937,07797,0380,2025-01-10,81.6,40.8,Canada,
092938,01748,0342,2024-05-14,52.9,51.4,USA,
092939,05071,0892,2025-10-09,69.6,22.3,Canada,
092940,05581,0308,2025-12-30,81.9,74.5,USA,
092941,04156,0356,2025-12-28,11.4,10.8,USA,
092942,02702,0875,2025-07-16,32.1,92.2,USA,
092943,05654,0045,2024-05-03,57.9,39.7,USA,
092944,01601,0706,2025-09-22,26.9,8.3,USA,
092945,03999,0660,2025-11-30,62.6,98.8,Canada,
092946,04983,0453,2024-06-09,,32.3,Canada,
092947,05825,0476,2024-08-02,52.6,,USA,4
092948,03478,0276,2024-05-19,60.6,11.3,Canada,
092949,01149,0091,2025-12-19,28.8,31.7,USA,5
092950,07639,0784,2025-09-09,51.3,76.3,USA,1
092951,03010,0871,2024-02-27,,29.1,USA,
092952,07510,0806,2024-06-19,1.1,70.6,USA,
092953,06601,0725,2024-07-03,50.4,41.8,USA,
092954,02052,0676,2025-08-03,45.0,63.2,Canada,
092955,00217,0607,2025-04-05,18.5,76.6,USA,
092956,08664,0483,2025-02-08,39.6,25.2,Canada,4
092957,07431,0169,2024-10-03,40.4,94.1,USA,
092958,03528,0988,2024-02-17,80.9,61.1,USA,
092959,07835,0874,2024-05-11,52.4,57.2,Canada,
092960,05851,0331,2025-02-04,46.1,0.9,Canada,
092961,01965,0545,2024-02-01,86.5,,USA,
092962,07523,0429,2024-05-10,13.9,11.7,USA,
092963,06845,0829,2025-01-11,,92.8,USA,
092964,06502,0382,2024-08-11,103.6,70.7,Canada,
092965,02397,0243,2025-11-23,90.5,25.4,Canada,4
092966,05886,0391,2024-05-23,,9.7,Canada,3
092967,02309,0826,2024-08-18,119.8,55.6,USA,
092968,04434,0004,2025-11-04,55.0,41.5,USA,
092969,04559,0697,2025-04-01,130.8,90.5,USA,
092970,05722,0320,2025-09-21,41.4,41.2,Canada,
092971,07991,0909,2024-06-10,52.2,57.7,USA,
092972,09979,0993,2024-04-16,35.5,92.1,Canada,5
092973,00770,0821,2025-09-26,186.7,64.2,Canada,
092974,03993,0789,2024-08-19,16.8,93.9,USA,5
092975,05209,0232,2024-06-28,30.7,,USA,
092976,08634,0969,2024-04-12,113.4,98.5,USA,
092977,03350,0566,2024-03-17,67.1,,Canada,
092978,06836,0691,2024-09-22,30.8,24.7,USA,
092979,06589,0371,2024-11-29,9.0,16.2,USA,
092980,05604,0695,2025-04-21,41.9,83.8,Canada,
092981,05822,0039,2024-09-02,106.5,67.5,USA,4
092982,09231,0281,2025-02-05,24.3,56.8,USA,3
092983,06667,0828,2025-07-21,60.7,82.8,Canada,1
092984,03630,0802,2025-04-11,75.6,5.8,USA,
092985,05191,0686,2024-05-22,60.7,82.1,Canada,
092986,03544,0203,2025-08-17,41.8,50.7,Canada,
092987,00383,0151,2024-07-05,62.1,73.4,Canada,
092988,07566,0765,2025-10-22,50.7,,USA,
092989,09466,0541,2025-05-26,90.5,69.4,USA,2
092990,09256,0740,2024-05-02,33.4,16.7,USA,
092991,00238,0921,2024-12-27,49.8,45.6,Canada,
092992,06519,0756,2024-06-09,73.1,87.4,USA,
092993,00838,0281,2024-10-02,110.6,,USA,
092994,04142,0624,2025-12-08,35.0,31.0,Canada,4
092995,00072,0909,2025-08-16,85.1,,USA,
092996,02360,0966,2024-03-09,50.8,80.8,USA,
092997,09157,0903,2025-08-27,31.7,7.0,USA,
092998,08781,0788,2025-11-20,56.6,75.3,Canada,
092999,03347,0902,2025-03-13,52.6,29.8,USA,
093000,05782,0135,2025-03-07,12.8,59.9,USA,
093001,04384,0067,2024-08-16,61.0,,USA,
093002,07718,0097,2025-06-24,36.1,53.5,USA,
093003,09040,0081,2025-03-18,124.1,58.1,USA,
093004,02405,0611,2024-02-26,107.8,54.3,USA,
093005,06088,0615,2024-08-08,,87.3,Canada,
093006,05881,0189,2025-08-12,84.9,88.9,USA,
093007,06221,0554,2025-03-02,60.3,75.0,USA,5
093008,07214,0645,2025-03-11,33.7,24.5,USA,
093009,05009,0819,2025-12-18,,38.9,Canada,
093010,03975,0547,2025-03-08,57.9,55.0,USA,
093011,06090,0825,2024-12-23,66.5,15.4,USA,
093012,08256,0252,2024-11-06,128.5,87.5,USA,
093013,03703,0501,2025-10-02,61.9,30.7,USA,
093014,08045,0442,2025-12-26,40.1,35.1,USA,
093015,04221,0827,2024-06-17,26.2,67.7,Canada,2
093016,09079,0200,2025-03-15,76.1,12.8,USA,
093017,08954,0049,2025-10-09,59.2,8.6,USA,
093018,01510,0870,2024-11-29,74.8,46.0,USA,4
093019,07221,0806,2024-05-08,46.4,62.3,Canada,4
093020,00037,0021,2025-03-31,68.3,68.3,USA,4
093021,06669,0932,2024-10-09,49.0,64.8,USA,
093022,01994,0611,2025-07-05,158.9,99.8,USA,
093023,01697,0532,2025-10-16,46.0,92.1,USA,4
093024,00357,0974,2024-10-22,,98.2,Canada,
093025,00916,0173,2024-09-22,103.0,63.1,Canada,
093026,07553,0742,2024-06-23,31.5,99.2,USA,
093027,08381,0123,2025-09-14,18.4,9.7,USA,
093028,06326,0244,2025-04-08,28.3,55.7,USA,
093029,07499,0430,2024-09-30,94.8,92.7,USA,
093030,00504,0014,2024-04-03,33.3,95.8,USA,
093031,09923,0915,2024-01-17,,92.1,Canada,4
093032,07249,0326,2024-04-03,69.0,56.4,Canada,
093033,00240,0378,2025-04-20,13.2,78.6,Canada,4
093034,08188,0639,2025-12-18,107.0,48.0,USA,
093035,07464,0691,2024-10-17,17.6,32.1,USA,5
093036,05114,0366,2025-08-18,67.7,91.7,USA,3
093037,02964,0478,2025-11-19,104.6,56.4,USA,2
093038,00236,0771,2024-07-18,11.4,23.2,USA,
093039,06859,0771,2024-12-03,9.3,91.4,Canada,
093040,00151,0435,2025-12-30,43.7,76.1,USA,
093041,05608,0694,2024-05-28,7.0,29.2,USA,
093042,02512,0546,2024-10-06,47.8,10.2,USA,
093043,09325,0698,2025-03-20,34.0,67.2,Canada,
093044,06222,0235,2024-03-21,42.0,64.7,USA,
093045,02024,0003,2025-07-29,70.4,25.7,USA,
093046,00564,0221,2025-09-09,24.5,22.2,USA,
093047,08546,0021,2025-03-01,15.1,87.5,USA,5
093048,08052,0597,2024-03-15,27.9,43.3,Canada,
093049,04840,0515,2024-04-04,64.4,9.7,USA,
093050,08029,0165,2024-08-05,42.4,8.4,Canada,
093051,02268,0017,2025-03-02,122.7,80.5,USA,1
093052,09755,0918,2024-07-12,40.7,73.5,USA,
093053,07846,0266,2025-03-21,73.2,16.9,Canada,
093054,00709,0812,2024-09-24,63.3,21.0,USA,3
093055,04923,0563,2025-11-16,,0.3,USA,3
093056,09814,0648,2024-08-12,30.4,55.2,USA,2
093057,00899,0682,2024-11-21,127.6,27.2,USA,
093058,02885,0114,2025-05-05,92.3,49.9,USA,5
093059,07363,0972,2024-02-10,15.9,67.7,Canada,
093060,03407,0716,2024-03-10,96.7,59.0,Canada,
093061,09954,0526,2024-02-01,127.7,1.2,USA,
093062,03739,0657,2025-07-20,28.4,22.7,Canada,
093063,05090,0761,2025-05-24,52.8,10.5,USA,5
093064,00452,0529,2024-05-13,101.6,94.1,Canada,
093065,03522,0350,2025-02-25,29.4,27.5,USA,
093066,02484,0172,2024-12-04,30.2,10.8,USA,
093067,05118,0269,2025-04-04,17.9,6.2,Canada,
093068,05343,0518,2024-01-19,82.5,48.8,USA,
093069,04782,0723,2025-06-24,13.0,70.9,USA,
093070,09023,0538,2024-02-08,13.9,77.1,USA,3
093071,05036,0377,2025-02-23,96.1,73.2,USA,
093072,07778,0717,2024-09-07,38.4,25.6,Canada,
093073,03534,0245,2024-03-27,53.0,46.9,USA,
093074,09085,0670,2025-10-14,,,USA,
093075,08503,0636,2025-10-16,42.0,28.2,USA,3
093076,08254,0230,2025-07-20,53.1,52.2,USA,
093077,09189,0818,2025-02-23,55.1,27.4,USA,
093078,05127,0791,2024-10-09,13.5,65.2,Canada,
093079,07887,0709,2025-09-18,27.6,59.7,Canada,2
093080,07955,0880,2024-04-04,47.1,28.5,Canada,
093081,04371,0523,2024-04-25,,15.3,USA,
093082,08624,0766,2025-11-05,48.3,48.4,Canada,
093083,01485,0983,2025-01-21,112.7,0.1,USA,
093084,03477,0273,2024-12-04,56.8,7.2,USA,
093085,05889,0873,2024-07-13,61.2,60.9,Canada,
093086,06994,0788,2024-08-06,46.7,30.5,USA,
093087,00280,0542,2024-11-24,21.2,81.1,Canada,
093088,07870,0461,2025-04-09,72.1,86.7,USA,
093089,04020,0083,2025-03-09,18.5,,Canada,5
093090,05403,0287,2025-02-27,81.6,81.3,USA,2
093091,02677,0199,2024-06-07,55.1,20.9,USA,
093092,01744,0237,2024-06-27,18.8,21.8,Canada,
093093,03501,0068,2024-08-29,39.9,29.2,USA,
093094,08889,0072,2024-04-29,108.0,,USA,
093095,09088,0524,2025-08-04,28.4,58.2,Canada,
093096,06188,0400,2024-04-01,,7.9,USA,
093097,00621,0316,2025-01-12,47.9,75.6,USA,
093098,00871,0649,2024-08-28,,9.2,Canada,
093099,07363,0946,2025-10-23,58.2,19.1,USA,
093100,02052,0777,2024-02-25,,39.6,Canada,
093101,04530,0252,2024-06-18,51.2,28.5,USA,
093102,03892,0854,2024-11-26,76.0,12.7,USA,5
093103,03203,0860,2025-04-03,42.5,22.1,Canada,
093104,03358,0692,2025-05-29,13.2,41.6,USA,
093105,05806,0845,2025-02-25,64.8,,USA,
093106,00167,0174,2025-07-01,8.5,6.9,Canada,
093107,05200,0321,2024-01-03,27.0,95.8,Canada,
093108,08481,0803,2024-03-29,,33.9,USA,
093109,09071,0362,2025-04-18,37.6,28.0,Canada,
093110,09666,0536,2024-01-21,60.0,46.8,Canada,
093111,07746,0859,2025-07-03,29.7,53.5,USA,2
093112,09861,0027,2025-08-28,34.9,49.5,Canada,3
093113,03331,0549,2024-09-29,93.5,76.1,Canada,
093114,03944,0411,2024-01-06,159.9,6.4,Canada,4
093115,00160,0320,2024-11-30,,98.6,Canada,
093116,05498,0162,2025-03-19,22.0,91.6,USA,3
093117,09975,0968,2025-05-30,23.0,15.4,USA,
093118,03546,0226,2025-10-31,52.0,51.0,USA,
093119,02001,0533,2025-01-25,65.6,23.2,USA,
093120,03388,0960,2025-04-03,84.5,99.1,USA,
093121,03667,0931,2024-06-21,28.6,48.2,USA,
093122,02123,0017,2025-01-08,98.3,70.2,USA,
093123,08967,0505,2025-04-12,792.5,,Canada,
093124,08819,0599,2025-06-19,73.9,31.9,USA,4
093125,00665,0968,2024-07-09,24.8,,USA,3
093126,05106,0336,2025-03-24,33.4,6.6,Canada,
093127,02188,0927,2024-10-22,36.6,60.8,Canada,
093128,01295,0428,2024-02-09,40.4,8.8,USA,
093129,07265,0012,2024-10-09,12.1,24.4,USA,
093130,02571,0222,2024-09-01,97.8,77.7,USA,
093131,08807,0536,2025-03-03,,49.7,USA,
093132,04512,0991,2025-02-23,103.7,36.4,USA,
093133,05072,0883,2024-02-11,155.0,98.5,USA,
093134,03849,0362,2025-07-29,41.6,1.1,USA,
093135,05172,0780,2024-02-04,71.8,7.8,Canada,
093136,04265,0876,2025-03-21,5.4,73.3,Canada,3
093137,07820,0022,2024-06-24,83.8,13.2,Canada,
093138,06080,0209,2025-08-24,,49.6,USA,
093139,06284,0452,2025-09-26,240.4,77.6,USA,
093140,08813,0481,2025-10-04,32.6,36.0,Canada,
093141,09253,0601,2025-04-28,27.0,12.7,Canada,
093142,06899,0568,2025-12-26,65.1,57.6,USA,
093143,07316,0399,2024-08-22,41.2,5.1,USA,2
093144,09286,0361,2024-07-24,23.7,90.7,USA,
093145,02280,0339,2025-11-28,80.5,83.6,USA,
093146,01906,0848,2024-03-26,17.4,75.4,USA,
093147,00848,0670,2025-03-16,45.1,17.9,Canada,
093148,02678,0329,2025-07-21,127.2,40.8,USA,5
093149,07851,0726,2024-05-23,5.1,69.6,USA,
093150,04433,0417,2025-06-20,36.7,,USA,
093151,09910,0483,2024-04-12,130.1,,USA,
093152,07998,0048,2024-01-16,90.6,83.9,Canada,
093153,03230,0456,2025-09-09,37.9,95.0,Canada,
093154,00139,0108,2025-01-25,103.6,67.9,USA,
093155,08392,0889,2025-10-17,76.1,26.7,Canada,
093156,09305,0935,2024-10-10,39.5,28.8,Canada,
093157,06963,0614,2025-10-03,134.2,13.7,USA,
093158,09565,0425,2025-07-17,25.4,,USA,
093159,06702,0814,2024-11-19,7.3,61.1,USA,1
093160,03473,0528,2024-11-06,,88.8,Canada,
093161,00336,0953,2024-01-31,2.5,31.5,Canada,
093162,00588,0307,2024-07-31,6.9,,USA,
093163,06769,0742,2025-04-06,,81.7,USA,
093164,00807,0135,2025-08-23,,30.6,USA,
093165,00829,0847,2024-01-11,27.6,44.4,USA,
093166,05216,0687,2024-01-07,85.4,35.1,Canada,
093167,02895,0377,2025-10-12,94.6,25.0,Canada,
093168,03232,0421,2024-04-21,139.1,69.2,USA,
093169,09935,0729,2024-05-11,,58.5,Canada,
093170,00724,0175,2024-07-15,56.7,6.7,USA,
093171,04767,0713,2025-12-28,118.4,39.3,USA,
093172,03887,0924,2025-10-26,75.5,73.4,Canada,
093173,08522,0716,2024-02-06,108.4,30.2,USA,5
093174,07502,0940,2025-04-14,130.4,37.2,Canada,
093175,00505,0938,2024-11-08,18.5,83.8,Canada,5
093176,02809,0382,2025-01-06,63.4,57.0,USA,
093177,03043,0047,2024-01-29,56.0,5.5,USA,3
093178,02430,0720,2024-07-02,134.2,21.2,USA,
093179,02141,0852,2024-01-01,53.1,97.5,Canada,
093180,09417,0556,2025-11-02,61.5,17.6,USA,
093181,03192,0476,2024-05-30,29.4,,USA,
093182,04746,0132,2025-09-15,34.4,4.9,Canada,
093183,03840,0364,2025-12-29,,7.8,Canada,
093184,07285,0636,2025-04-22,52.2,,USA,4
093185,00957,0722,2025-08-04,135.1,75.1,Canada,5
093186,03351,0145,2025-10-14,85.1,1.1,USA,
093187,09042,0354,2025-08-19,38.8,55.9,USA,
093188,00954,0010,2025-04-05,121.4,59.3,USA,4
093189,02405,0414,2025-08-17,,0.9,USA,2
093190,04088,0992,2025-08-15,96.7,73.6,Canada,
093191,06013,0605,2025-12-07,84.7,76.5,USA,
093192,05695,0973,2024-09-26,35.9,5.6,USA,
093193,01060,0179,2024-12-06,,45.4,USA,2
093194,01977,0713,2024-05-22,67.1,,Canada,
093195,02905,0116,2025-05-04,,49.5,USA,
093196,09791,0582,2025-06-19,52.0,,USA,4
093197,03798,0660,2024-08-10,94.1,55.3,USA,
093198,00687,0279,2025-10-24,38.3,2.7,USA,
093199,01555,0315,2025-08-18,126.6,7.1,Canada,
093200,00930,0068,2024-10-18,,10.5,Canada,
093201,06935,0139,2024-01-15,58.4,16.9,USA,
093202,09690,0737,2025-08-31,,70.3,USA,
093203,07766,0340,2025-12-04,31.3,76.1,USA,4
093204,01121,0728,2025-04-19,10.8,66.1,Canada,1
093205,02507,0624,2025-01-05,2.8,31.4,Canada,
093206,07252,0194,2025-03-03,,77.5,Canada,
093207,06240,0843,2024-01-02,67.0,,Canada,
093208,00693,0488,2024-09-07,25.8,27.6,USA,
093209,05232,0020,2025-01-21,14.5,33.8,USA,
093210,08079,0801,2024-01-02,80.4,48.5,Canada,
093211,01657,0770,2025-06-08,83.6,83.5,USA,
093212,09110,0167,2024-10-03,68.9,54.3,USA,
093213,00417,0467,2025-01-01,76.0,20.0,USA,
093214,05646,0013,2025-04-14,,66.6,USA,5
093215,02387,0781,2025-03-15,42.1,28.9,USA,
093216,01796,0512,2025-11-24,121.9,9.2,Canada,
093217,08264,0261,2025-05-24,706.3,17.6,Canada,
093218,01837,0674,2025-01-04,77.5,27.6,USA,
093219,03188,0166,2025-09-12,,32.6,USA,
093220,02890,0240,2025-09-06,44.3,11.0,USA,
093221,04636,0308,2025-04-10,101.2,38.9,Canada,
093222,01718,0316,2024-10-31,33.6,92.0,USA,
093223,04949,0092,2025-10-05,3.1,20.7,Canada,
093224,00763,0201,2024-11-09,13.2,17.0,USA,
093225,05474,0387,2024-04-08,9.7,62.0,Canada,4
093226,02955,0151,2025-12-28,44.5,69.2,USA,
093227,03216,0937,2024-08-19,14.8,62.7,USA,
093228,05607,0506,2024-11-02,92.8,54.9,USA,4
093229,04348,0561,2024-07-14,105.2,2.5,Canada,
